Category,Date,Type,Name,Detail,URL
Log,2026-05-07T00:26:59.599Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/nathalia-villani-821b76150/ | Faber-Castell Brasil — anniversary,
Log,2026-05-07T00:26:59.595Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-07T00:26:57.760Z,warn,,[relationship-builder] content script did not respond after 15 retries — skipping,
Log,2026-05-07T00:26:49.603Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/rubens-bardelli-jr-a6ab5b2/ | Secretaria da Fazenda do RS — anniversary,
Log,2026-05-07T00:26:49.600Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-07T00:26:38.606Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/bruno-sahb/ | Stefanini Brasil — anniversary,
Log,2026-05-07T00:26:38.602Z,warn,,"[Diag] no msg btn | card btns: """" aria=""Open reactions menu""",
Log,2026-05-07T00:26:35.472Z,info,,[JobHarvest] No new recruiter profiles to visit.,
Log,2026-05-07T00:26:35.469Z,success,,"[JobHarvest] Harvest complete — 21 jobs, 0 new recruiter(s), 0 email(s).",
Log,2026-05-07T00:26:35.435Z,warn,,[job-recruiter-harvester] timed out after 120 s — continuing sequence,
Log,2026-05-07T00:26:33.604Z,info,job-recruiter-harvester,Found 7 job cards on page 2,
Log,2026-05-07T00:26:33.600Z,info,job-recruiter-harvester,📄 Processing page 2…,
Log,2026-05-07T00:26:27.603Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/ademir-souza-98587014/ | Toyota do Brasil — anniversary,
Log,2026-05-07T00:26:27.597Z,warn,,"[Diag] no msg btn | card btns: ""Skip to main content"" aria="""" | """" aria=""Close jump menu"" | ""Home"" aria=""Home, 1 new notification"" | ""Me"" aria="""" | ""For Business"" aria=""For Business"" | """" aria=""Dismiss"" | ""Why am I seeing this ad?Manage"" aria=""Why am I seeing this ad?"" | ""Hide or report this adI don’t "" aria=""Hide or report this ad"" | """" aria=""Dismiss"" | ""Report this ad"" aria="""" | ""Submit"" aria="""" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu""",
Log,2026-05-07T00:26:17.261Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/work_anniversaries/,
Log,2026-05-07T00:26:12.630Z,warn,,[relationship-builder] timed out after 90 s — continuing sequence,
Log,2026-05-07T00:26:12.602Z,info,job-recruiter-harvester,"  · Card 7: no ""Meet the hiring team"" section",
Log,2026-05-07T00:26:00.593Z,info,job-recruiter-harvester,"  · Card 6: no ""Meet the hiring team"" section",
Log,2026-05-07T00:25:57.332Z,success,,[Interval] Scheduled every 60 min.,
Log,2026-05-07T00:25:55.597Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/carolina-cardozo-365a1148/en/ | today — birthday,
Log,2026-05-07T00:25:55.593Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-07T00:25:49.591Z,info,job-recruiter-harvester,"  · Card 5: no ""Meet the hiring team"" section",
Log,2026-05-07T00:25:35.601Z,info,job-recruiter-harvester,"  · Card 4: no ""Meet the hiring team"" section",
Log,2026-05-07T00:25:33.608Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/marcelo-provenzano-1945352b/ | today — birthday,
Log,2026-05-07T00:25:33.605Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-07T00:25:24.603Z,info,job-recruiter-harvester,"  · Card 3: no ""Meet the hiring team"" section",
Log,2026-05-07T00:25:23.601Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/edipho-dos-santos-silva-0515a722/ | today — birthday,
Log,2026-05-07T00:25:23.598Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-07T00:25:13.595Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/eduardo-alves-silva-5794713a/ | today — birthday,
Log,2026-05-07T00:25:13.593Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-07T00:25:11.602Z,info,job-recruiter-harvester,"  · Card 2: no ""Meet the hiring team"" section",
Log,2026-05-07T00:25:05.601Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/raissachequerpenteado/ | today — birthday,
Log,2026-05-07T00:25:05.599Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-07T00:24:58.598Z,info,job-recruiter-harvester,"  · Card 1: no ""Meet the hiring team"" section",
Log,2026-05-07T00:24:56.614Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/diogoroldao/ | today — birthday,
Log,2026-05-07T00:24:56.604Z,warn,,"[Diag] no msg btn | card btns: ""Skip to main content"" aria="""" | """" aria=""Close jump menu"" | ""Home"" aria=""Home, 1 new notification"" | ""Me"" aria="""" | ""For Business"" aria=""For Business"" | """" aria=""Dismiss"" | ""Why am I seeing this ad?Manage"" aria=""Why am I seeing this ad?"" | ""Hide or report this adI don’t "" aria=""Hide or report this ad"" | """" aria=""Dismiss"" | ""Report this ad"" aria="""" | ""Submit"" aria=""""",
Log,2026-05-07T00:24:46.463Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/birthday/,
Log,2026-05-07T00:24:44.614Z,info,job-recruiter-harvester,Found 7 job cards on page 1,
Log,2026-05-07T00:24:44.608Z,info,job-recruiter-harvester,📄 Processing page 1…,
Log,2026-05-07T00:24:42.626Z,info,,Step 4/6 — Building relationships (birthdays + anniversaries + job changes)…,
Log,2026-05-07T00:24:42.623Z,success,,[PostQueue] Queue flushed. 3 post(s) processed.,
Log,2026-05-07T00:24:42.618Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-07T00:24:42.601Z,success,post-engager,✓ commentSinglePost: commented on https://www.linkedin.com/in/gabriel-saturi,
Log,2026-05-07T00:24:42.597Z,info,post-engager,🔗 link registered | commented | https://www.linkedin.com/in/gabriel-saturi,
Link,2026-05-07T00:24:42.596Z,link-discovered,commented,,https://www.linkedin.com/in/gabriel-saturi
Post,2026-05-07T00:24:42.595Z,comment,,urn:li:activity:7457066522742538241,https://www.linkedin.com/in/gabriel-saturi
Log,2026-05-07T00:24:39.993Z,info,job-recruiter-harvester,▶ job-recruiter-harvester started | https://www.linkedin.com/jobs/search/?currentJobId=4408667708&distance=100&f_T=77&geoId=105458072&keywords=delivery%20manager%20latam&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&sortBy=R,
Log,2026-05-07T00:24:35.426Z,info,,[JobHarvest] URL 4/4: https://www.linkedin.com/jobs/search/?currentJobId=4408667708&distance=100&f_T=77&geoId=105458072&keywords=delivery%20manager%20latam&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&sortBy=R,
Log,2026-05-07T00:24:28.598Z,info,post-engager,"💬 typing comment: ""Interested — Let's connect! https://wesleyzilva.github.io/po...""",
Log,2026-05-07T00:24:22.604Z,success,job-recruiter-harvester,"✅ Harvest done — 7 jobs scanned, 0 new recruiter(s) saved, 0 email(s) found.",
Log,2026-05-07T00:24:22.602Z,success,job-recruiter-harvester,No more pages — harvest complete.,
Log,2026-05-07T00:24:22.600Z,info,job-recruiter-harvester,"  · Card 7: no ""Meet the hiring team"" section",
Log,2026-05-07T00:24:11.590Z,info,job-recruiter-harvester,"  · Card 6: no ""Meet the hiring team"" section",
Log,2026-05-07T00:24:00.602Z,info,job-recruiter-harvester,"  · Card 5: no ""Meet the hiring team"" section",
Log,2026-05-07T00:23:56.991Z,info,post-engager,▶ post-engager COMMENT_SINGLE | url=https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-07T00:23:51.614Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-07T00:23:51.610Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-07T00:23:51.595Z,warn,post-engager,⚠ commentSinglePost: comment action failed on https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-07T00:23:48.593Z,info,job-recruiter-harvester,"  · Card 4: no ""Meet the hiring team"" section",
Log,2026-05-07T00:23:35.595Z,info,job-recruiter-harvester,"  · Card 3: no ""Meet the hiring team"" section",
Log,2026-05-07T00:23:25.009Z,info,post-engager,▶ post-engager COMMENT_SINGLE | url=https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-07T00:23:23.595Z,info,job-recruiter-harvester,"  · Card 2: no ""Meet the hiring team"" section",
Log,2026-05-07T00:23:20.618Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-07T00:23:20.615Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-07T00:23:20.596Z,success,post-engager,✓ commentSinglePost: commented on https://www.linkedin.com/in/samuel-gomes-costa-55503a340,
Log,2026-05-07T00:23:20.594Z,info,post-engager,🔗 link registered | commented | https://www.linkedin.com/in/samuel-gomes-costa-55503a340,
Link,2026-05-07T00:23:20.593Z,link-discovered,commented,,https://www.linkedin.com/in/samuel-gomes-costa-55503a340
Post,2026-05-07T00:23:20.592Z,comment,,urn:li:activity:7456722424441577473,https://www.linkedin.com/in/samuel-gomes-costa-55503a340
Log,2026-05-07T00:23:11.601Z,info,job-recruiter-harvester,"  · Card 1: no ""Meet the hiring team"" section",
Log,2026-05-07T00:23:09.602Z,info,post-engager,"💬 typing comment: ""Let's connect! https://wesleyzilva.github.io/portfolioNearsh...""",
Log,2026-05-07T00:23:00.602Z,info,job-recruiter-harvester,Found 7 job cards on page 1,
Log,2026-05-07T00:23:00.598Z,info,job-recruiter-harvester,📄 Processing page 1…,
Log,2026-05-07T00:22:55.199Z,info,job-recruiter-harvester,▶ job-recruiter-harvester started | https://www.linkedin.com/jobs/search/?currentJobId=4327934466&distance=100&f_T=77&geoId=105458072&keywords=delivery%20latam&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&sortBy=R,
Log,2026-05-07T00:22:50.749Z,info,,[JobHarvest] URL 3/4: https://www.linkedin.com/jobs/search/?currentJobId=4404918990&distance=100&f_T=77&geoId=105458072&keywords=delivery%20latam&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&sortBy=R,
Log,2026-05-07T00:22:38.511Z,info,post-engager,▶ post-engager COMMENT_SINGLE | url=https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-07T00:22:36.598Z,success,job-recruiter-harvester,"✅ Harvest done — 7 jobs scanned, 0 new recruiter(s) saved, 0 email(s) found.",
Log,2026-05-07T00:22:36.597Z,success,job-recruiter-harvester,No more pages — harvest complete.,
Log,2026-05-07T00:22:36.594Z,info,job-recruiter-harvester,"  · Card 7: no ""Meet the hiring team"" section",
Log,2026-05-07T00:22:33.034Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-07T00:22:33.032Z,info,,[PostQueue] Processing 3 queued post(s)…,
Log,2026-05-07T00:22:33.029Z,info,,Step 3b/6 — Commenting on queued specific posts…,
Log,2026-05-07T00:22:32.982Z,warn,,[post-engager] content script did not respond after 15 retries — skipping,
Log,2026-05-07T00:22:22.597Z,info,job-recruiter-harvester,"  · Card 6: no ""Meet the hiring team"" section",
Log,2026-05-07T00:22:08.601Z,info,job-recruiter-harvester,"  · Card 5: no ""Meet the hiring team"" section",
Log,2026-05-07T00:21:54.596Z,info,job-recruiter-harvester,"  · Card 4: no ""Meet the hiring team"" section",
Log,2026-05-07T00:21:43.598Z,info,job-recruiter-harvester,"  · Card 3: no ""Meet the hiring team"" section",
Log,2026-05-07T00:21:41.630Z,info,,"Keyword 1/24: ""project delivery""",
Log,2026-05-07T00:21:41.627Z,info,,Step 3/6 — Engaging with targeted content search posts…,
Log,2026-05-07T00:21:41.604Z,success,recruiter-prospector,■ recruiter-prospector DONE | 0 sent / 4 checked,
Log,2026-05-07T00:21:41.602Z,info,recruiter-prospector,■ no more pages after page 1 — stopping pagination,
Log,2026-05-07T00:21:35.595Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/ricardo-dreves-180421/ — no connect button (viewed),
Log,2026-05-07T00:21:35.593Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Log,2026-05-07T00:21:33.591Z,info,job-recruiter-harvester,"  · Card 2: no ""Meet the hiring team"" section",
Log,2026-05-07T00:21:31.198Z,warn,,[job-recruiter-harvester] content script did not respond after 15 retries — skipping,
Log,2026-05-07T00:21:21.592Z,info,job-recruiter-harvester,"  · Card 1: no ""Meet the hiring team"" section",
Link,2026-05-07T00:21:20.603Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/ricardo-dreves-180421/
Log,2026-05-07T00:21:20.602Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/nelsonsilvaneto/ — no connect button (viewed),
Log,2026-05-07T00:21:20.599Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Log,2026-05-07T00:21:08.600Z,info,job-recruiter-harvester,Found 7 job cards on page 1,
Log,2026-05-07T00:21:08.597Z,info,job-recruiter-harvester,📄 Processing page 1…,
Log,2026-05-07T00:21:02.704Z,info,job-recruiter-harvester,▶ job-recruiter-harvester started | https://www.linkedin.com/jobs/search/?currentJobId=4327934466&distance=100&f_T=77&geoId=105458072&keywords=scrum%20%20latam&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&sortBy=R,
Link,2026-05-07T00:21:02.592Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/nelsonsilvaneto/
Log,2026-05-07T00:21:02.591Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/bianca-ferreira-064a222b8/ — no connect button (viewed),
Log,2026-05-07T00:21:02.589Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Log,2026-05-07T00:20:58.327Z,info,,[JobHarvest] URL 2/4: https://www.linkedin.com/jobs/search/?currentJobId=4404918990&distance=100&f_T=77&geoId=105458072&keywords=scrum%20%20latam&origin=JOB_SEARCH_PAGE_SEARCH_BUTTON&refresh=true&sortBy=R,
Log,2026-05-07T00:20:46.052Z,warn,,[job-recruiter-harvester] timed out after 120 s — continuing sequence,
Link,2026-05-07T00:20:45.613Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/bianca-ferreira-064a222b8/
Log,2026-05-07T00:20:45.610Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/suzana-martins-194ba4158/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-07T00:20:45.605Z,info,recruiter-prospector,page 1/10 — 4 cards found,
Log,2026-05-07T00:20:42.287Z,success,job-recruiter-harvester,"  ✓ Card 1: saved 1 recruiter(s) — Jenny Baek, View Jenny Baek’s verified profile",
Link,2026-05-07T00:20:42.286Z,link-discovered,job-recruiter-harvest,Jenny Baek,https://www.linkedin.com/in/jbaekpmo
Log,2026-05-07T00:20:35.836Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=eua&origin=GLOBAL_SEARCH_HEADER&network=%5B%22O%22%5D,
Log,2026-05-07T00:20:31.639Z,info,,Step 2c/6 — Prospecting global profiles via direct URLs (cap: 8)…,
Log,2026-05-07T00:20:31.604Z,success,recruiter-prospector,■ recruiter-prospector DONE | 0 sent / 5 checked,
Log,2026-05-07T00:20:31.603Z,info,recruiter-prospector,■ no more pages after page 1 — stopping pagination,
Log,2026-05-07T00:20:26.629Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/dario-melro-andrade/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-07T00:20:26.625Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/danielmreis/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-07T00:20:26.619Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/eduardo-gouv%C3%AAa-757a4a4b/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-07T00:20:26.606Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/rodrigopoulis/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-07T00:20:26.602Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/rodrigopoulis/
Log,2026-05-07T00:20:26.597Z,info,job-recruiter-harvester,Found 25 job cards on page 2,
Log,2026-05-07T00:20:26.590Z,info,job-recruiter-harvester,📄 Processing page 2…,
Log,2026-05-07T00:20:20.596Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/victor-bensadon-55a5a8133/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-07T00:20:20.593Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/victor-bensadon-55a5a8133/
Log,2026-05-07T00:20:14.600Z,info,recruiter-prospector,page 1/10 — 5 cards found,
Log,2026-05-07T00:20:13.896Z,info,job-recruiter-harvester,"  · Card 7: no ""Meet the hiring team"" section",
Log,2026-05-07T00:20:04.965Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=IT%20Manager%20remote%20brazil,
Log,2026-05-07T00:20:01.696Z,success,job-recruiter-harvester,"  ✓ Card 6: saved 1 recruiter(s) — View Vijaya Bandi’s verified profile graphic, View Vijaya Bandi’s verified profile",
Link,2026-05-07T00:20:01.696Z,link-discovered,job-recruiter-harvest,View Vijaya Bandi’s verified profile graphic,https://www.linkedin.com/in/vijaya-bandi-b9b00315b
Log,2026-05-07T00:20:00.609Z,info,,Step 2b/6 — Browsing people search (SSI: Localizar as pessoas certas)…,
Log,2026-05-07T00:20:00.590Z,success,recruiter-prospector,■ recruiter-prospector DONE | 0 sent / 5 checked,
Log,2026-05-07T00:20:00.589Z,info,recruiter-prospector,■ no more pages after page 1 — stopping pagination,
Log,2026-05-07T00:19:56.592Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/andreapolito/ — no connect button (viewed),
Log,2026-05-07T00:19:56.589Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Log,2026-05-07T00:19:54.009Z,info,job-recruiter-harvester,"  · Card 5: no ""Meet the hiring team"" section",
Log,2026-05-07T00:19:42.957Z,info,job-recruiter-harvester,"  · Card 4: no ""Meet the hiring team"" section",
Link,2026-05-07T00:19:41.607Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/andreapolito/
Log,2026-05-07T00:19:41.606Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/lucassieverding/ — no connect button (viewed),
Log,2026-05-07T00:19:41.604Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Log,2026-05-07T00:19:33.579Z,info,job-recruiter-harvester,"  · Card 3: no ""Meet the hiring team"" section",
Link,2026-05-07T00:19:29.448Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/lucassieverding/
Log,2026-05-07T00:19:29.447Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/saurabh-shukla-025aa3250/ — no connect button (viewed),
Log,2026-05-07T00:19:29.445Z,warn,recruiter-prospector,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Saurabh Shukla""",
Log,2026-05-07T00:19:19.856Z,success,job-recruiter-harvester,"  ✓ Card 2: saved 1 recruiter(s) — Cade Riley, View Cade Riley’s verified profile",
Link,2026-05-07T00:19:19.856Z,link-discovered,job-recruiter-harvest,Cade Riley,https://www.linkedin.com/in/cade-riley-a48927239
Link,2026-05-07T00:19:14.608Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/saurabh-shukla-025aa3250/
Log,2026-05-07T00:19:14.607Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/viniciusf-candido/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-07T00:19:14.605Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/michael-newman-0166a662/ — no connect button (viewed),
Log,2026-05-07T00:19:14.602Z,warn,recruiter-prospector,"[Diag] no connect btn found | card buttons: ""Skip to main content"" aria="""" | """" aria=""Close jump menu"" | ""Home"" aria=""Home, 1 new notification"" | ""Me"" aria="""" | ""For Business"" aria=""For Business"" | ""All filters"" aria="""" | """" aria=""Are these results helpful? Yes, these search resul"" | """" aria=""Are these results helpful? No, these search result"" | """" aria=""Dismiss"" | ""Why am I seeing this ad?Manage"" aria=""Why am I seeing this ad?"" | ""Hide or report this adI don’t "" aria=""Hide or report this ad"" | """" aria=""Dismiss"" | ""Report this ad"" aria="""" | ""Submit"" aria=""""",
Log,2026-05-07T00:19:09.020Z,success,job-recruiter-harvester,"  ✓ Card 1: saved 1 recruiter(s) — Venkat J Swaroop, View Venkat J Swaroop’s verified profile",
Link,2026-05-07T00:19:09.020Z,link-discovered,job-recruiter-harvest,Venkat J Swaroop,https://www.linkedin.com/in/venkatjyothiswaroop
Link,2026-05-07T00:19:00.600Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/michael-newman-0166a662/
Log,2026-05-07T00:19:00.597Z,info,recruiter-prospector,page 1/10 — 5 cards found,
Log,2026-05-07T00:18:58.009Z,info,job-recruiter-harvester,Found 7 job cards on page 1,
Log,2026-05-07T00:18:58.007Z,info,job-recruiter-harvester,📄 Processing page 1…,
Log,2026-05-07T00:18:54.150Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=Tech%20Recruiter%20Information%20Technology&network=%5B%22S%22%2C%22O%22%5D&geoUrn=%5B%22103644278%22%2C%22101165590%22%2C%22102713980%22%2C%22101739942%22%2C%22104738515%22%2C%22102890883%22%2C%22102454443%22%2C%22105015875%22%2C%22106157047%22%5D&spellCorrectionEnabled=true&prioritizeMessage=false,
Log,2026-05-07T00:18:53.782Z,info,job-recruiter-harvester,▶ job-recruiter-harvester started | https://www.linkedin.com/jobs/search/?currentJobId=4409981538&distance=100&geoId=105458072&keywords=projet%20manager%20latam&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true,
Log,2026-05-07T00:18:49.633Z,info,,Step 2/6 — Prospecting Tech Recruiters via keyword search (cap: 7)…,
Log,2026-05-07T00:18:49.609Z,success,,■ ssi-monitor done | total:51 brand:16 people:14 insights:14 rel:7,
SSI,2026-05-07T00:18:49.608Z,ssi-score,,total:51 brand:16 people:14 insights:14 rel:7,
Log,2026-05-07T00:18:46.037Z,info,,[JobHarvest] Starting harvest across 4 search URL(s).,
Log,2026-05-07T00:18:46.037Z,info,,[JobHarvest] URL 1/4: https://www.linkedin.com/jobs/search/?currentJobId=4409981538&distance=100&geoId=105458072&keywords=projet%20manager%20latam&origin=JOB_SEARCH_PAGE_JOB_FILTER&refresh=true,
Log,2026-05-07T00:18:42.432Z,info,,▶ ssi-monitor started | https://www.linkedin.com/sales/ssi,
Log,2026-05-07T00:18:38.877Z,warn,,[Manual] Full sequence triggered. Cap today: 15.,
Log,2026-05-07T00:18:38.877Z,info,,Step 1/6 — Capturing SSI scores…,
Log,2026-05-07T00:18:35.397Z,success,,[PostQueue] 3 seed post(s) added to queue.,
Log,2026-05-07T00:18:35.396Z,success,,Extension installed. Daily alarms registered.,
