Category,Date,Type,Name,Detail,URL
Log,2026-05-05T11:23:14.423Z,warn,,"[Diag] no msg btn | card btns: ""Skip to main content"" aria="""" | """" aria=""Close jump menu"" | ""Home"" aria=""Home, 1 new notification"" | ""Me"" aria="""" | ""For Business"" aria=""For Business"" | """" aria=""Dismiss"" | ""Why am I seeing this ad?Manage"" aria=""Why am I seeing this ad?"" | ""Hide or report this adI don’t "" aria=""Hide or report this ad"" | """" aria=""Dismiss"" | ""Report this ad"" aria="""" | ""Submit"" aria="""" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu"" | """" aria=""Open reactions menu""",
Log,2026-05-05T11:23:03.651Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/work_anniversaries/,
Log,2026-05-05T11:22:59.468Z,warn,,[relationship-builder] timed out after 90 s — continuing sequence,
Log,2026-05-05T11:22:56.438Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/palonet/ | today — birthday,
Log,2026-05-05T11:22:56.435Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-05T11:22:21.435Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/nielsen-castelo-d-07ab3923/ | today — birthday,
Log,2026-05-05T11:22:21.433Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-05T11:22:12.433Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/claudia-napolitano-32b29223/ | today — birthday,
Log,2026-05-05T11:22:12.430Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-05T11:22:01.428Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/anapaulohrbusinesspartner/ | today — birthday,
Log,2026-05-05T11:22:01.425Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-05T11:21:52.429Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/mariliaisabelly/ | today — birthday,
Log,2026-05-05T11:21:52.427Z,warn,,[Diag] no msg btn | card btns: (none),
Log,2026-05-05T11:21:42.440Z,warn,,[Diag] sendMessage failed | https://www.linkedin.com/in/jos%C3%A9-s%C3%A9rgio-medeiros-junior-978b74168/ | today — birthday,
Log,2026-05-05T11:21:42.435Z,warn,,"[Diag] no msg btn | card btns: ""Skip to main content"" aria="""" | """" aria=""Close jump menu"" | ""Home"" aria=""Home, 1 new notification"" | ""Me"" aria="""" | ""For Business"" aria=""For Business"" | """" aria=""Dismiss"" | ""Why am I seeing this ad?Manage"" aria=""Why am I seeing this ad?"" | ""Hide or report this adI don’t "" aria=""Hide or report this ad"" | """" aria=""Dismiss"" | ""Report this ad"" aria="""" | ""Submit"" aria=""""",
Log,2026-05-05T11:21:33.696Z,info,,▶ relationship-builder started | https://www.linkedin.com/mynetwork/catch-up/birthday/,
Log,2026-05-05T11:21:29.455Z,info,,Step 4/6 — Building relationships (birthdays + anniversaries + job changes)…,
Log,2026-05-05T11:21:29.452Z,success,,[PostQueue] Queue flushed. 3 post(s) processed.,
Log,2026-05-05T11:21:29.446Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-05T11:21:29.429Z,success,post-engager,✓ commentSinglePost: commented on https://www.linkedin.com/in/gabriel-saturi,
Log,2026-05-05T11:21:29.428Z,info,post-engager,🔗 link registered | commented | https://www.linkedin.com/in/gabriel-saturi,
Post,2026-05-05T11:21:29.427Z,comment,,urn:li:activity:7457066522742538241,https://www.linkedin.com/in/gabriel-saturi
Link,2026-05-05T11:21:29.427Z,link-discovered,commented,,https://www.linkedin.com/in/gabriel-saturi
Log,2026-05-05T11:21:15.433Z,info,post-engager,"💬 typing comment: ""Let's connect! https://wesleyzilva.github.io/portfolioNearsh...""",
Log,2026-05-05T11:20:43.560Z,info,post-engager,▶ post-engager COMMENT_SINGLE | url=https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-05T11:20:38.454Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/gabriel-saturi_backend-distributedsystems-architecture-share-7457052634265407488-tLcm/,
Log,2026-05-05T11:20:38.446Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-05T11:20:38.431Z,success,post-engager,✓ commentSinglePost: commented on https://www.linkedin.com/in/tales-habib,
Log,2026-05-05T11:20:38.429Z,info,post-engager,🔗 link registered | commented | https://www.linkedin.com/in/tales-habib,
Link,2026-05-05T11:20:38.428Z,link-discovered,commented,,https://www.linkedin.com/in/tales-habib
Post,2026-05-05T11:20:38.427Z,comment,,urn:li:activity:7457077215659220992,https://www.linkedin.com/in/tales-habib
Log,2026-05-05T11:20:25.425Z,info,post-engager,"💬 typing comment: ""Interested — Let's connect! https://wesleyzilva.github.io/po...""",
Log,2026-05-05T11:19:50.416Z,info,post-engager,▶ post-engager COMMENT_SINGLE | url=https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-05T11:19:45.459Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/tales-habib_recently-i-started-using-git-worktree-share-7457077215042863104-z_1X/,
Log,2026-05-05T11:19:45.451Z,success,,[PostQueue] Done: https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-05T11:19:45.434Z,success,post-engager,✓ commentSinglePost: commented on https://www.linkedin.com/in/samuel-gomes-costa-55503a340,
Log,2026-05-05T11:19:45.432Z,info,post-engager,🔗 link registered | commented | https://www.linkedin.com/in/samuel-gomes-costa-55503a340,
Link,2026-05-05T11:19:45.431Z,link-discovered,commented,,https://www.linkedin.com/in/samuel-gomes-costa-55503a340
Post,2026-05-05T11:19:45.430Z,comment,,urn:li:activity:7456722424441577473,https://www.linkedin.com/in/samuel-gomes-costa-55503a340
Log,2026-05-05T11:19:34.705Z,warn,,[post-engager] content script did not respond after 15 retries — skipping,
Log,2026-05-05T11:19:34.432Z,info,post-engager,"💬 typing comment: ""Let's connect! https://wesleyzilva.github.io/portfolioNearsh...""",
Log,2026-05-05T11:18:54.897Z,info,post-engager,▶ post-engager COMMENT_SINGLE | url=https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-05T11:18:49.606Z,info,,[PostQueue] Commenting on: https://www.linkedin.com/posts/samuel-gomes-costa-55503a340_backend-nodejs-nestjs-share-7456722421988044800-eWoS/,
Log,2026-05-05T11:18:49.604Z,info,,[PostQueue] Processing 3 queued post(s)…,
Log,2026-05-05T11:18:49.602Z,info,,Step 3b/6 — Commenting on queued specific posts…,
Log,2026-05-05T11:18:49.570Z,warn,,[post-engager] timed out after 90 s — continuing sequence,
Log,2026-05-05T11:18:49.426Z,info,post-engager,↓ scroll round 3/8 | likes=0 comments=0 follows=0,
Log,2026-05-05T11:18:43.430Z,warn,post-engager,⚠ no posts found in round 3/8,
Log,2026-05-05T11:18:25.428Z,info,post-engager,↓ scroll round 2/8 | likes=0 comments=0 follows=0,
Log,2026-05-05T11:18:21.424Z,warn,post-engager,⚠ no posts found in round 2/8,
Log,2026-05-05T11:18:04.641Z,warn,,[recruiter-prospector] content script did not respond after 15 retries — skipping,
Log,2026-05-05T11:18:04.420Z,info,post-engager,↓ scroll round 1/8 | likes=0 comments=0 follows=0,
Log,2026-05-05T11:18:00.439Z,warn,post-engager,"[Diag] getFeedPosts 0 | url=https://www.linkedin.com/search/results/content/?keywords=project%20delivery&origin=GLOBAL_SEARCH_HEADER&datePosted=%5B% | title=""Search | LinkedIn"" | li.reusable-search:0 | div.reusable-search:0 | [data-urn]:0 | [data-id]:0 | [data-entity-urn]:0 | [data-chameleon-result-urn]:0 | a[href*=""/posts/""]:0 | a[href*=""/feed/update/""]:0 | btn[aria-label*=Curtir]:0 | btn[aria-label*=Like]:0 | search-results-container:0 | sample:  | _049efa0e _5c839522 _43e7aa89 c0e3f251 _55430e42 _7b06db68 _ | _0ea282e5 _04643b93 ac7b14bb _1fcf3df8 e96d4c91 _7aa4d0f4 | _3a73a51e | _0ea282e5 _04643b93 ac7b14bb _1fcf3df8 c3fbab70 _5f10e37f",
Log,2026-05-05T11:18:00.435Z,warn,post-engager,⚠ no posts found in round 1/8,
Log,2026-05-05T11:17:24.242Z,info,post-engager,▶ post-engager started | url=https://www.linkedin.com/search/results/content/?keywords=project%20delivery&origin=GLOBAL_SEARCH_HEADER&datePosted=%5B%22past-month%22%5D&authorIndustry=%5B%226%22%5D,
Log,2026-05-05T11:17:24.240Z,info,post-engager,▶ post-engager START message received,
Log,2026-05-05T11:17:19.567Z,info,,"Keyword 1/24: ""project delivery""",
Log,2026-05-05T11:17:19.565Z,info,,Step 3/6 — Engaging with targeted content search posts…,
Log,2026-05-05T11:17:19.529Z,warn,,[recruiter-prospector] timed out after 90 s — continuing sequence,
Link,2026-05-05T11:16:35.437Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/thiago-xavier-33b3372/
Log,2026-05-05T11:16:35.435Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/pedrolmelo/ — no connect button (viewed),
Log,2026-05-05T11:16:35.433Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Log,2026-05-05T11:16:34.601Z,warn,,[recruiter-prospector] content script did not respond after 15 retries — skipping,
Link,2026-05-05T11:16:21.429Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/pedrolmelo/
Log,2026-05-05T11:16:21.424Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/bianca-ferreira-064a222b8/ — no connect button (viewed),
Log,2026-05-05T11:16:21.419Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Link,2026-05-05T11:16:03.433Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/bianca-ferreira-064a222b8/
Log,2026-05-05T11:16:03.431Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/suzana-martins-194ba4158/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-05T11:16:03.430Z,info,recruiter-prospector,recruiter-prospector — 15 cards found,
Log,2026-05-05T11:15:53.948Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=eua&origin=GLOBAL_SEARCH_HEADER&network=%5B%22O%22%5D,
Log,2026-05-05T11:15:49.527Z,info,,Step 2c/6 — Prospecting global profiles via direct URLs (cap: 8)…,
Log,2026-05-05T11:15:49.505Z,warn,,[recruiter-prospector] timed out after 90 s — continuing sequence,
Log,2026-05-05T11:15:49.427Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/matheusnin/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:49.426Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/matheusnin/
Log,2026-05-05T11:15:43.428Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/natalia-g-macimiro-68531825b/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:43.427Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/natalia-g-macimiro-68531825b/
Log,2026-05-05T11:15:37.421Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/elizangela-nascimento-souza/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:37.420Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/elizangela-nascimento-souza/
Log,2026-05-05T11:15:31.435Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/alinereis-talentacquisition/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:31.434Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/alinereis-talentacquisition/
Log,2026-05-05T11:15:25.422Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/marcosminorunakatsugawa/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:25.420Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/marcosminorunakatsugawa/
Log,2026-05-05T11:15:20.421Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/karlacoelho/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:20.419Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/karlacoelho/
Log,2026-05-05T11:15:14.429Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/victorabussafi/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:14.428Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/victorabussafi/
Log,2026-05-05T11:15:09.425Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/abi-s-lima/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:09.424Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/abi-s-lima/
Log,2026-05-05T11:15:04.571Z,warn,,[recruiter-prospector] content script did not respond after 15 retries — skipping,
Log,2026-05-05T11:15:02.429Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/maiotto/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:15:02.429Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/maiotto/
Log,2026-05-05T11:14:56.433Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/alexccampos/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:14:56.431Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/alexccampos/
Log,2026-05-05T11:14:51.421Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/patriciaxavierlimaiwashita/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-05T11:14:51.420Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/rodrigobautista/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:14:51.419Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/rodrigobautista/
Log,2026-05-05T11:14:45.437Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/danielmreis/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-05T11:14:45.437Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/dario-melro-andrade/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-05T11:14:45.436Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/eduardo-gouv%C3%AAa-757a4a4b/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-05T11:14:45.435Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/rodrigopoulis/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:14:45.433Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/rodrigopoulis/
Log,2026-05-05T11:14:37.422Z,info,recruiter-prospector,👁 https://www.linkedin.com/in/victor-bensadon-55a5a8133/ — viewed (SSI: localizar as pessoas certas),
Link,2026-05-05T11:14:37.421Z,link-discovered,recruiter-search,,https://www.linkedin.com/in/victor-bensadon-55a5a8133/
Log,2026-05-05T11:14:31.434Z,info,recruiter-prospector,recruiter-prospector — 19 cards found,
Log,2026-05-05T11:14:23.878Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=IT%20Manager%20remote%20brazil,
Log,2026-05-05T11:14:19.491Z,info,,Step 2b/6 — Browsing people search (SSI: Localizar as pessoas certas)…,
Log,2026-05-05T11:14:19.467Z,warn,,[recruiter-prospector] timed out after 90 s — continuing sequence,
Link,2026-05-05T11:14:09.433Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/tanvi-mankeshwar-6b45a4246/
Log,2026-05-05T11:14:09.432Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/ricardomadeiradasilva/ — no connect button (viewed),
Log,2026-05-05T11:14:09.430Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Link,2026-05-05T11:13:52.422Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/ricardomadeiradasilva/
Log,2026-05-05T11:13:52.421Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/scott-elgar/ — no connect button (viewed),
Log,2026-05-05T11:13:52.419Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Link,2026-05-05T11:13:34.424Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/scott-elgar/
Log,2026-05-05T11:13:34.423Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/aakash-suman-346556149/ — no connect button (viewed),
Log,2026-05-05T11:13:34.421Z,warn,recruiter-prospector,"[Diag] no connect btn found | card buttons: ""Follow"" aria=""Follow Aakash Suman""",
Link,2026-05-05T11:13:25.434Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/aakash-suman-346556149/
Log,2026-05-05T11:13:25.433Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/viniciusf-candido/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-05T11:13:25.432Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/michael-newman-0166a662/ — no connect button (viewed),
Log,2026-05-05T11:13:25.431Z,warn,recruiter-prospector,[Diag] no connect btn found | card buttons: none,
Link,2026-05-05T11:13:13.100Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/michael-newman-0166a662/
Log,2026-05-05T11:13:13.099Z,info,recruiter-prospector,"↷ https://www.linkedin.com/in/mmilanese/en/ — skipped (locale-suffixed URL, likely BR)",
Log,2026-05-05T11:13:13.098Z,info,recruiter-prospector,↷ https://www.linkedin.com/in/aryan-yadav-428ab4390/ — no connect button (viewed),
Log,2026-05-05T11:13:13.097Z,warn,recruiter-prospector,"[Diag] no connect btn found | card buttons: ""Skip to main content"" aria="""" | """" aria=""Close jump menu"" | ""Home"" aria=""Home, 1 new notification"" | ""Me"" aria="""" | ""For Business"" aria=""For Business"" | ""All filters"" aria="""" | ""Previous"" aria="""" | ""1"" aria=""Page 1"" | ""2"" aria=""Page 2"" | ""3"" aria=""Page 3"" | ""4"" aria=""Page 4"" | ""5"" aria=""Page 5"" | ""6"" aria=""Page 6"" | ""7"" aria=""Page 7"" | ""8"" aria=""Page 8"" | ""9"" aria=""Page 9"" | ""10"" aria=""Page 10"" | ""Next"" aria="""" | """" aria=""Dismiss"" | ""Why am I seeing this ad?Manage"" aria=""Why am I seeing this ad?"" | ""Hide or report this adI don’t "" aria=""Hide or report this ad"" | """" aria=""Dismiss"" | ""Report this ad"" aria="""" | ""Submit"" aria=""""",
Link,2026-05-05T11:13:02.493Z,link-discovered,recruiter-search,there,https://www.linkedin.com/in/aryan-yadav-428ab4390/
Log,2026-05-05T11:13:02.492Z,info,recruiter-prospector,recruiter-prospector — 16 cards found,
Log,2026-05-05T11:12:53.956Z,info,recruiter-prospector,▶ recruiter-prospector started | https://www.linkedin.com/search/results/people/?keywords=Tech%20Recruiter%20Information%20Technology&network=%5B%22S%22%2C%22O%22%5D&geoUrn=%5B%22103644278%22%2C%22101165590%22%2C%22102713980%22%2C%2290009496%22%2C%22101739942%22%2C%22104738515%22%2C%22102890883%22%2C%22102454443%22%5D&spellCorrectionEnabled=true&prioritizeMessage=false,
Log,2026-05-05T11:12:53.510Z,success,,[Interval] Scheduled every 30 min.,
Log,2026-05-05T11:12:50.184Z,success,,[Interval] Scheduled every 60 min.,
Log,2026-05-05T11:12:49.451Z,info,,Step 2/6 — Prospecting Tech Recruiters via keyword search (cap: 7)…,
Log,2026-05-05T11:12:49.435Z,success,,■ ssi-monitor done | total:51 brand:16 people:14 insights:14 rel:7,
SSI,2026-05-05T11:12:49.434Z,ssi-score,,total:51 brand:16 people:14 insights:14 rel:7,
Log,2026-05-05T11:12:39.635Z,info,,▶ ssi-monitor started | https://www.linkedin.com/sales/ssi,
Log,2026-05-05T11:12:35.956Z,warn,,[Manual] Full sequence triggered. Cap today: 15.,
Log,2026-05-05T11:12:35.956Z,info,,Step 1/6 — Capturing SSI scores…,
Log,2026-05-05T11:12:24.355Z,success,,[PostQueue] 3 seed post(s) added to queue.,
Log,2026-05-05T11:12:24.354Z,success,,Extension installed. Daily alarms registered.,
